epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
60,4685.45,0.56072,0.5441,1.02187,0.83042,0.81133,0.86288,0.53095,1.38624,0.85207,1.62797,0.000611621,0.000611621,0.000611621
61,4767.42,0.56135,0.53892,1.02503,0.85185,0.76923,0.83603,0.49298,1.37988,0.92993,1.65716,0.000586845,0.000586845,0.000586845
62,4843.74,0.53319,0.51304,1.01142,0.85345,0.75808,0.84967,0.51768,1.379,0.89153,1.61234,0.00056232,0.00056232,0.00056232
63,4919.86,0.54798,0.52641,1.01373,0.87955,0.74556,0.83392,0.51645,1.34856,0.88246,1.61572,0.000538072,0.000538072,0.000538072
64,4995.86,0.53152,0.51771,0.99924,0.84095,0.78698,0.83028,0.49144,1.44582,0.91742,1.72369,0.000514122,0.000514122,0.000514122
65,5071.88,0.51095,0.48522,0.99018,0.85884,0.75605,0.83039,0.51307,1.35974,0.91765,1.64258,0.000490497,0.000490497,0.000490497
66,5147.93,0.50465,0.4915,0.98939,0.87817,0.75148,0.82011,0.50526,1.38718,0.92006,1.66982,0.000467218,0.000467218,0.000467218
67,5224.45,0.51255,0.48862,0.99442,0.92669,0.74801,0.85869,0.52164,1.42732,0.86585,1.68951,0.000444309,0.000444309,0.000444309
68,5300.58,0.52044,0.4855,1.00303,0.86861,0.78234,0.85593,0.51161,1.39089,0.89579,1.63598,0.000421792,0.000421792,0.000421792
69,5376.48,0.50827,0.48411,0.99286,0.90141,0.75737,0.85491,0.53031,1.38428,0.88475,1.62673,0.000399689,0.000399689,0.000399689
70,5452.41,0.4881,0.46507,0.98093,0.83732,0.79183,0.84467,0.53196,1.38276,0.88043,1.64836,0.000378023,0.000378023,0.000378023
71,5532.77,0.49311,0.46303,0.97835,0.86463,0.79365,0.86562,0.5466,1.30841,0.80645,1.60185,0.000356815,0.000356815,0.000356815
72,5615.34,0.49571,0.46086,0.98964,0.87409,0.7929,0.84755,0.52636,1.33924,0.81908,1.63039,0.000336086,0.000336086,0.000336086
73,5691.18,0.50207,0.45526,0.98824,0.88307,0.7929,0.86697,0.55278,1.3128,0.80339,1.58547,0.000315855,0.000315855,0.000315855
74,5773.15,0.46905,0.44054,0.9662,0.89315,0.80473,0.8804,0.54986,1.33227,0.75591,1.60757,0.000296144,0.000296144,0.000296144
